address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,byob,bikeparking,businessacceptsbitcoin,businessacceptscreditcards,byappointmentonly,caters,coatcheck,corkage,dogsallowed,drivethru,goodfordancing,goodforkids,happyhour,hastv,open24hours,outdoorseating,restaurantscounterservice,restaurantsdelivery,restaurantsgoodforgroups,restaurantsreservations,restaurantstableservice,restaurantstakeout,smoking,wheelchairaccessible,alcohol_false,alcohol_beer_and_wine,alcohol_full_bar,byobcorkage_false,byobcorkage_yes_corkage,byobcorkage_yes_free,noiselevel_average,noiselevel_loud,noiselevel_quiet,noiselevel_very_loud,restaurantsattire_casual,restaurantsattire_dressy,restaurantsattire_formal,restaurantsattire_no_dress_code,restaurantspricerange2_$10_and_under,restaurantspricerange2_$11_to_30,restaurantspricerange2_$31_to_60,restaurantspricerange2_$61_and_over,wifi_false,wifi_free,wifi_paid
"8975 W Charleston Blvd, Ste 140",Las Vegas,NV,89117,36.157851,-115.290714,4,211,0,FMo1PJTUV5OpyiZlnTM1Rg,Sharky's Woodfired Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6500 Ikea Way,Las Vegas,NV,89148,36.068814,-115.28119,3.5,209,1,spCzs32TMQpRCJbJfArZng,IKEA - Cafe,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"8229 Dean Martin Dr, Ste 115",Las Vegas,NV,89139,36.040201,-115.18871,3.5,91,1,DfLeOD6pUGkeNaqlbib8tw,Blaze Fast-Fire'd Pizza,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3538 E Indian School Rd,Phoenix,AZ,85018,33.4954475,-112.0050862,4.5,93,0,ViErpcikhbAjsDcpdAfwSQ,Maui Dog,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
4455 Paradise Rd,Las Vegas,NV,89169,36.110103,-115.1538714,3,73,1,ULAz5fw2r3vm0N-_FTMzGg,Goose Island Pub,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"4355 Spring Mountain Rd, Ste 101",Las Vegas,NV,89102,36.1263392,-115.1983146,3.5,230,0,I6u-OhmI_IUltexEOSCKzg,Anime Ramen & Teriyaki,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8150 S Maryland Pkwy,Las Vegas,NV,89123,36.0416989698,-115.1354851211,3.5,130,1,iUQ5hZGhwrg-WPICcbo4IA,Aloha Kitchen,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5651 Steeles Avenue E,Toronto,ON,M1W 2B4,43.831795518,-79.2663108185,3,275,1,02BXFKzu1rgaYulNGYvi6g,Matsuda Japanese Cuisine,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
527 Prospect Ave,Cleveland,OH,44115,41.4984058257,-81.6893222745,4,560,1,VH2BjFjc9usDquDgoHhptA,Barrio,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"19 S Stephanie St, Ste 160",Henderson,NV,89012,36.028178,-115.048607,4.5,604,1,ZjKpGYdQCQPxzkYWAsV56w,Thailicious Authentic Thai & Vegan,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5402 E Lincoln Dr,Scottsdale,AZ,85253,33.534083783,-111.9649336254,4,195,0,BqnxN4hHahZ-zZGXDDGLsg,"BLT Steak, Scottsdale",0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"1000 N Nellis Blvd, Ste I",Las Vegas,NV,89110,36.1783291,-115.0616024,4,57,0,BNubIia7rJAqSRxioUZGxg,Lao Thai Kitchen,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
440 S Rampart,Las Vegas,NV,89145,36.1674743315,-115.2872813349,3.5,187,0,TA1dpJpodkG2NR7JJLIicQ,Poppy Den,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3635 Rue Saint-Denis,Montréal,QC,H2X 3L6,45.518192,-73.569719,3.5,69,1,ytD9rJ-jcb8zMUCfiYCnFw,Café Cherrier,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"2895 S Alma School Rd, Ste 1",Chandler,AZ,85286,33.263923,-111.857261,3,88,1,SXr6ByM7UmUQ55qtOUMijg,Chipotle Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"5300 Spring Mountain Rd, Ste 101",Las Vegas,NV,89146,36.1267101,-115.213915,4,88,0,O85iR6k-pDHpRFwXlppdSw,Cafe de Japon,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1838 Coventry Rd,Cleveland Heights,OH,44118,41.5092215,-81.5802228,2,79,1,UgWVMUWFrr6bt3NSfuKrGQ,Guys Pizza Co,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
115 E Tropicana Ave,Las Vegas,NV,89109,36.100506,-115.1677344,2.5,251,1,Ucsy6LjBYsfVwuGlSlfJog,Steak ’n Shake,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
515 Broad St,Sewickley,PA,15143,40.5406607081,-80.180011,4,56,1,2Xbu_vMtwx9yvSlMKJB8yQ,Lula,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
20 W 6th St,Tempe,AZ,85281,33.4244501702,-111.9409320876,4,305,1,4V5qDGHJ-JOJL5Wowcbjzg,Snakes & Lattes Tempe,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Hard Rock Hotel & Casino, 4455 Paradise Rd",Las Vegas,NV,89199,36.1090162612,-115.1538687944,3.5,134,0,3cg4pKBL8DTFXCtZ5y9V4g,Johnny Smalls,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1870 Danforth Avenue,Toronto,ON,M4C 1J4,43.6849185,-79.3172223,4,54,0,9XLH_grfIYKR7d5ZT9ZX_A,Melanie's Bistro & Patisserie,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3786 Las Vegas Blvd S,Las Vegas,NV,89109,36.103185,-115.175224,4,1110,1,lmxA0dJM0XsPCIHPXhEQ-g,Sake Rok,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"8041 N Black Canyon Hwy, Ste 112",Phoenix,AZ,85021,33.5544667,-112.1110064,4,417,1,a1KXovXPdeDurOrER4ST6A,Akaihana Sushi & Grill,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"4015 E Bell Rd, Ste 124",Phoenix,AZ,85032,33.6401069,-111.9951461,4.5,145,1,bH7XKWeGeNL5UrBaTtvrtQ,Maskadores Taco,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5260 S Ft Apache,Las Vegas,NV,89148,36.0940999462,-115.2968390358,2.5,108,1,409qhf4RF0rlxcuaM576Qg,El Pollo Loco,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1848 W 25th St,Cleveland,OH,44113,41.4859202,-81.705168,4,86,0,PNMsWRyh4X1xfPil5vhywA,Bogtrotters Doorstep,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"26 E Baseline Rd, Ste 120",Phoenix,AZ,85042,33.3788222336,-112.0716812295,4,72,1,RdK6dhy4lOb2taNp-WrHjQ,El Mesquite Cocina Mexicana,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3300 Las Vegas Blvd S,Las Vegas,NV,89109,36.1245859,-115.1716132,3,492,0,Rb2s2-2kIvbPXnPEuM_OBg,Kahunaville Island Restaurant,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
168 McCaul Street,Toronto,ON,M5T 1W4,43.6558282,-79.3922846,3.5,95,1,Zl6csaZ5HBka3SKBphHXrQ,Midi Bistro,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1195 E Sahara Ave,Las Vegas,NV,89104,36.1436465366,-115.1374295234,1.5,65,1,tzLBPCVz6uB7vWgDTU6Ujw,McDonald's,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5221 Baum Blvd,Pittsburgh,PA,15224,40.4564001019,-79.9412396,3.5,254,1,0PVxodALQu-soL5J8bjerQ,Ritter's Diner,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
140 Federal St,Pittsburgh,PA,15212,40.448071,-80.0038351,3.5,82,0,TYZIMuHwhZo_Hizenmf8Pg,BZ's Bar and Grill,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
480 King Street W,Toronto,ON,M5V 1L7,43.6454236,-79.3962213,4,472,1,4m_hApwQ054v3ue_OxFmGw,Patria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
818 W Broadway Rd,Tempe,AZ,85282,33.4078244,-111.9508984,4,123,1,WBxR9IC6E9-4szNzq7_Y3Q,Lemongrass Thai Cafe,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"10822 Providence Rd, Ste 100",Charlotte,NC,28277,35.0624111,-80.7716169,2.5,61,0,CucyObcVxgqte8dH8nLopA,Red Bowl,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3930 S Las Vegas Blvd, Ste 121B",Las Vegas,NV,89119,36.094254,-115.176019,4,1050,1,e13SEvJud_vgeDR_doL4sQ,Hussong's Cantina Las Vegas,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7537 S Rainbow Blvd, Ste 101-102",Las Vegas,NV,89139,36.051627,-115.24387,4,110,0,ZGXd87vme_dDVYqr-HpRQQ,Bamboo Bistro,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1212 Grandview Ave,Pittsburgh,PA,15211,40.4381076,-80.0185368,3,172,1,lpxj6LFir23Ds6swW8a6fg,Grandview Saloon,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"6820 Spring Mountain Rd, Ste 111",Las Vegas,NV,89146,36.1269461,-115.2410542,4.5,528,1,L16ly2UGc9j4qO3Id8Gx3A,Chef Kennys Asian Vegan Restaurant,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4390 Blue Diamond Rd,Las Vegas,NV,89139,36.0372583,-115.1984108,3.5,396,1,KUOa1acSFn6DkO9jp-sn6A,Famous Dave's Bar-B-Que,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
656 Bloor Street W,Toronto,ON,M6G 1K9,43.6642946,-79.4155574,4.5,212,1,cj_9eTPR0JBqk9qt2VmzFw,Hodo Kwaja,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7 W Main St,Madison,WI,53703,43.073453,-89.383395,3.5,266,0,ues2rFe_hbRC7s232PX5QA,Brocach,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"939 E Guadalupe Rd, Ste 1",Tempe,AZ,85283,33.3631188,-111.9276224,3,163,1,0ebavvJVXAzKKQ8C9cOt6g,Chopstick Express,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7001 N Scottsdale Rd,Scottsdale,AZ,85253,33.5395321685,-111.9245763911,4.5,155,0,4gwh0q7JsdzHIm_pdYUlZg,ShinBay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2075 N Dobson Rd,Chandler,AZ,85224,33.337253,-111.875338,3.5,464,1,rNqSjfRM09T-VOjRTAF66g,Phoenix Palace,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"20022 N 67th Ave, Ste 100",Glendale,AZ,85308,33.665945,-112.204067,2.5,280,1,p2OOk46G_AOO0nCWl-eVlg,Pei Wei,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"840 S. Rancho Drive, #18",Las Vegas,NV,89106,36.161646,-115.173289,3,68,1,5llCyMtS_WyUVKXCtpdaJQ,Starbucks,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
501 E Roosevelt St,Phoenix,AZ,85004,33.4585012,-112.0672219,4,370,1,aEtbXqbkf2BnwEVWQ2yjUw,Taco Chelo,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1514 E Carson St,Pittsburgh,PA,15203,40.4286863,-79.9828571,3.5,112,1,WXd7r6Yvjxhyo1L6R3lQMA,Mario's South Side Saloon,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5725 E Charleston Blvd,Las Vegas,NV,89122,36.1588998269,-115.0493229926,2.5,60,1,h-1cbSCEMQlf3ampVX6pLw,Sonic Drive-In,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1611 N 11th St,Phoenix,AZ,85006,33.4660663,-112.0582801,3.5,112,1,M95OX2nED7rjPxOURJtOCg,Ladybug House of Sandwiches,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9985 S Eastern Ave,Las Vegas,NV,89183,36.0068564,-115.1163161,4,194,1,OaM2Bjeo2Ftt84ruTrzPNQ,Wings Restaurants,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3811 Butler St,Pittsburgh,PA,15201,40.4672287,-79.9642028,3,532,1,wjLgM9Ybe5shoUPRrGMmsQ,Coca Cafe,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6880 N 5th St,North Las Vegas,NV,89084,36.2852440984,-115.1344142613,4.5,98,1,X0Tczp3XH3qTinliAM5TEA,In-N-Out Burger,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1635 W Craig Rd,North Las Vegas,NV,89032,36.2391,-115.165306,3,169,1,m97jaBYRscg-hqDjMVIIWg,Applebee's Grill + Bar,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8637 Charlotte Hwy,Fort Mill,SC,29707,34.9649202,-80.8537612,3,100,1,N6-dAWPTAaHqwRb94vXFCQ,Rizzo's Spaghetti House,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1455 S Stapley Dr,Mesa,AZ,85204,33.387664,-111.804965,4,131,1,Shl3mwCOqM6pfQKyY_nVgQ,ATL Wings,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"390 N Stephanie St, Ste 101",Henderson,NV,89014,36.0551232602,-115.0457082363,3,63,0,qoiUo-7k2ATm0eokxNr8nA,Cook On Wok,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1205 E Charleston Blvd,Las Vegas,NV,89104,36.159161,-115.136175,2,56,1,2ivGlp_mVzwFaPjatAERXg,Tacos Mexico,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3951 William Penn Highway,Monroeville,PA,15146,40.4385171,-79.7749072,2,73,1,STWeDYptg4-GOce1lW9W5Q,Golden Corral Buffet & Grill,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"3131 W Craig Rd, Ste 100",Las Vegas,NV,89032,36.238327,-115.182809,4,94,0,ri8oXRCZSTswLuGjN4pqBg,TIG BBQ,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3950 Las Vegas Blvd S,Las Vegas,NV,89119,36.091919,-115.175187,3.5,491,1,PL3cimEUfNHlenOGSOAdJg,KUMI by Chef Akira Back,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
582 Yonge Street,Toronto,ON,M4Y 1Z3,43.6651953,-79.3849242,3.5,92,1,3G4KcScA5srgsg-fAtWs2Q,Tokyo Grill,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3330 Losee Rd,North Las Vegas,NV,89030,36.2204033697,-115.1247001067,4,54,1,0boIkJLbBObd_ow6gQ8WNQ,Mariscos La Lomita De Culiacan,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"1809 N Dysart Rd, Ste C106",Avondale,AZ,85392,33.468306,-112.340335,4,303,1,0cf-w9PK5gLkBkitL3bdqw,India Garden,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
624 Jetton St,Davidson,NC,28036,35.501871,-80.861121,3.5,55,1,S5B9tKJnzoThDK3QORVeiQ,Char-Grill,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"2330 N Alma School Rd, Ste 116",Chandler,AZ,85224,33.3399621215,-111.8597268956,4.5,555,1,Pthe4qk5xh4n-ef-9bvMSg,Chon Thai Food,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
604 E Franklin Blvd,Gastonia,NC,28054,35.2625642,-81.1732426,4.5,191,1,3JekfARgFuMeLTMcOpgqyQ,Tony's Ice Cream Company,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"5104 N Dysart Rd, Ste 110",Litchfield Park,AZ,85340,33.5090366126,-112.3414599895,3.5,71,1,6M5WG1Hp38dsYkK77S-bzQ,Yogis Grill,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2017 E Cactus Rd,Phoenix,AZ,85022,33.5962128,-112.0361236,4.5,71,1,dq4c_0btrrdcz_Nq6RV02g,Cactus Tavern,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.102645,-115.174534,4,1296,1,nnDLapJk1z2NJE0-XzwMlQ,Gallagher's Steakhouse,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
601 S Kings Dr,Charlotte,NC,28204,35.2094947,-80.8355125,4,99,0,0P7NqE6gxHjwgmOpBMnY6A,Meskerem,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
21B St. Clair Avenue W,Toronto,ON,M4V 1K6,43.6876683,-79.3949298,4.5,50,1,MOB5oCEKCw3S76SsiuQjqA,Mary Be Kitchen,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1139 E Buckeye Rd,Phoenix,AZ,85034,33.436687,-112.05666,4,122,1,h7As2jB8bhfFxCMCvdssWA,Wong's Chinese Dining,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3717 E Indian School Rd,Phoenix,AZ,85018,33.4947958166,-112.0016059773,4,917,1,k1c_bC3DK6mKg797vH1T8w,Beckett's Table,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7835 S Rainbow Blvd, Ste 1",Las Vegas,NV,89139,36.045061734,-115.2441452444,4.5,110,1,d8TXBFrZ7dVphWfvC_0-vA,LucKi Thai Bistro,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7366 E Shea Blvd, Ste 106",Scottsdale,AZ,85260,33.5841115,-111.9223001,4,275,1,7gHdVSAz_Dm1wS1ZImJSiQ,The Baked Bear,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"3400 S Jones Blvd, Ste 16",Las Vegas,NV,89146,36.1265151335,-115.2241969854,4,99,1,brAUHv7Kmxx5nclssCPldA,Niu-Gu Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
